name,municipality,iata_code,type
Cooma Snowy Mountains Airport,Cooma,OOM,medium_airport
Cooinda Airport,,CDA,small_airport
Corowa Airport,,CWW,medium_airport
Carpentaria Downs Airport,Carpentaria Downs,CFP,small_airport
Corryong Airport,,CYG,medium_airport
Christmas Creek Station Airport,Wangkat Jungka,CXQ,small_airport
Croydon Airport,,CDQ,small_airport
Collinsville Airport,,KCE,small_airport
Cootamundra Airport,,CMD,medium_airport
Cudal Airport,,CUG,small_airport
Cue Airport,,CUY,small_airport
Coondewanna Airport,Coondewanna,CJF,small_airport
Cowarie Airport,,CWR,small_airport
Cowell Airport,,CCW,small_airport
Cowra Airport,,CWT,medium_airport
Coolawanyah Airport,Coolawanyah Station,COY,small_airport
Dajarra Airport,,DJR,small_airport
Dalby Airport,,DBY,small_airport
Dirranbandi Airport,,DRN,medium_airport
Dunbar Airport,Maramie,DNB,small_airport
Derby Airport,Derby,DRB,medium_airport
Drumduff Airport,Palmer,DFP,small_airport
Daydream Island Helipad,Whitsundays,DDI,heliport
Dalgaranga Gold Mine Airport,,DGD,small_airport
Doongan Airport,Drysdale River,DNG,small_airport
Dixie Airport,New Dixie,DXD,small_airport
Dunk Island Airport,Dunk Island,DKI,small_airport
Dulkaninna Airport,Dulkaninna,DLK,small_airport
Deniliquin Airport,Deniliquin,DNQ,medium_airport
Delta Downs Airport,,DDN,small_airport
Delissaville Airport,,DLV,small_airport
Daly Waters Airport,Daly Waters,DYW,small_airport
Doomadgee Airport,,DMD,small_airport
Daly River Airport,Nauiyu,DVR,small_airport
Darnley Island Airport,Darnley Island,NLF,small_airport
Dorunda Airport,Dorunda Outstation,DRD,small_airport
Davenport Downs Airport,,DVP,small_airport
Devonport Airport,Devonport,DPO,medium_airport
Dongara Airport,Dongara,DOX,small_airport
Drysdale River Airport,Drysdale River,DRY,small_airport
Durham Downs Airport,,DHD,small_airport
Durrie Airport,,DRR,small_airport
Dunwich Airport,North Stradbroke Island,SRR,small_airport
Docker River Airport,Kaltukatjara,DKV,small_airport
Dysart Airport,,DYA,medium_airport
Ar Rawdah Airport,Ar Rawdah,RXA,small_airport
Echuca Airport,,ECH,medium_airport
Eucla Airport,,EUC,small_airport
Etadunna Airport,Etadunna,ETD,small_airport
Eneabba Airport,Eneabba,ENB,small_airport
Einasleigh Airport,Einasleigh,EIH,small_airport
Elcho Island Airport,Elcho Island,ELC,medium_airport
Elkedra Airport,,EKD,small_airport
Emerald Airport,Emerald,EMD,medium_airport
Yenkis(Yankisa) Airport,,YEQ,small_airport
Erldunda Airport,Ghan,EDD,small_airport
Ernabella Airport,,ERB,small_airport
Elrose Airport,Elrose Mine,ERQ,small_airport
Esperance Airport,Esperance,EPR,medium_airport
Eva Downs Airport,Eva Downs,EVD,small_airport
Evans Head Aerodrome,,EVH,small_airport
Eliwana,,WHB,medium_airport
Exmouth Airport,,EXM,small_airport
Forbes Airport,Forbes,FRB,medium_airport
Fortescue - Dave Forrest Aerodrome,Cloudbreak Village,KFE,small_airport
Finley Airport,,FLY,small_airport
Flinders Island Airport,Flinders Island,FLS,small_airport
Flora Valley Airport,,FVL,small_airport
Finke Airport,Finke,FIK,small_airport
Forrest Airport,,FOS,medium_airport
Oombulgurri Airport,Oombulgurri,FVR,small_airport
Forster (Wallis Is) Airport,,FOT,small_airport
Fremantle Heliport,Fremantle,JFM,heliport
Fitzroy Crossing Airport,,FIZ,medium_airport
Yongchuan Da'an General Airport,Chongqing,YGA,small_airport
Gamboola Airport,Gamboola,GBP,small_airport
Gayndah Airport,Gayndah,GAH,small_airport
South Goulburn Is Airport,,GBL,small_airport
Gunnedah Airport,,GUH,medium_airport
Goondiwindi Airport,,GOO,small_airport
Gordon Downs Airport,Gordon Downs,GDD,small_airport
Gregory Downs Airport,,GGD,small_airport
Gorge Harbour Seaplane Base,Gorge Harbour,YGE,seaplane_base
Geraldton Airport,Geraldton,GET,medium_airport
Clarence Valley Regional Airport,Grafton,GFN,medium_airport
Ginbata Airport,Ginbata,GBW,small_airport
Gibb River Airport,Gibb,GBV,small_airport
Great Keppel Is Airport,Great Keppel Island,GKL,small_airport
Gladstone Airport,Gladstone,GLT,medium_airport
Goulburn Airport,,GUL,medium_airport
Glengyle Airport,,GLG,small_airport
Glen Innes Airport,Glen Innes,GLI,medium_airport
Glenormiston Airport,,GLM,small_airport
Greenway Sound Seaplane Base,Broughton Island,YGN,seaplane_base
Grenfell Airport,Grenfell,GFE,small_airport
Greenvale Airport,,GVP,small_airport
Mount Gordon Airport,Mount Gordon Mine,GPD,small_airport
Garden Point Airport,Pirlangimpi,GPN,medium_airport
Gascoyne Junction Airport,Gascoyne Junction,GSC,small_airport
Groote Eylandt Airport,Groote Eylandt,GTE,medium_airport
Griffith Airport,Griffith,GFF,medium_airport
Georgetown Airport,Georgetown,GTT,small_airport
Georgetown Airport,Georgetown,GEE,small_airport
Gympie Airport,,GYP,small_airport
Wilpena Pound Airport,Hawker,HWK,small_airport
Hay Airport,,HXX,medium_airport
Hervey Bay Airport,Hervey Bay,HVB,medium_airport
Humbert River Airport,,HUB,small_airport
Henbury Airport,Ghan,HRY,small_airport
Headingly Airport,,HIP,small_airport
Highbury Airport,Highbury,HIG,small_airport
Horn Island Airport,Horn,HID,medium_airport
Hillside Airport,Hillside,HLL,small_airport
Halls Creek Airport,,HCQ,medium_airport
Hermannsburg Airport,Hermannsburg (Ntaria),HMG,small_airport
Hamilton Airport,,HLT,medium_airport
Hooker Creek Airport,Lajamanu,HOK,small_airport
Mount Hotham Airport,Mount Hotham,MHU,medium_airport
Happy Bay Helipad,Long Island,HAP,heliport
Hopetoun Airport,,HTU,medium_airport
Hope Vale Airport,Hope Vale,HPE,small_airport
Horsham Airport,,HSM,medium_airport
Heathlands Airport,Shelburne,HAT,small_airport
Hughenden Airport,,HGD,small_airport
Iron Bridge Mine Airport,Japal Camp,IBM,small_airport
Indulkana Airport,Indulkana,IDK,small_airport
Innisfail Airport,,IFL,small_airport
Iffley Airport,,IFF,small_airport
Ingham Airport,,IGH,small_airport
Inkerman Airport,Inkerman,IKP,small_airport
Injune Airport,Injune,INJ,small_airport
Innamincka Airport,,INM,small_airport
Inverway Airport,Inverway,IVW,small_airport
Isisford Airport,,ISI,small_airport
Inverell Airport,Inverell,IVR,medium_airport
Jabiru Airport,,JAB,small_airport
Jundah Airport,Jundah,JUN,small_airport
Julia Creek Airport,,JCK,small_airport
Jurien Bay Airport,Jurien Bay,JUR,small_airport
Kalumburu Airport,Kalumburu,UBU,small_airport
Ken's Bore airport,Ken's Bore,KYB,small_airport
Kambalda Airport,Kambalda,KDB,small_airport
Kalbarri Airport,Kalbarri,KAX,small_airport
Streaky Bay Airport,,KBY,small_airport
Kings Canyon Airport,Petermann,KBJ,small_airport
Kings Creek Airport,Petermann,KCS,small_airport
Koodaideri Mine Airport,Koodaideri Mine,OOD,small_airport
Kerang Airport,,KRA,medium_airport
King Island Airport,,KNS,medium_airport
Kirkimbie Station Airport,Kirkimbie,KBB,small_airport
Kalkgurung Airport,,KFG,small_airport
Koolatah Airport,Maramie,KOH,small_airport
Koolburra Airport,Koolburra,KKP,small_airport
Koolan Central Airport,Koolan Island,KCI,small_airport
Karumba Airport,,KRB,small_airport
Kamileroi Airport,,KML,small_airport
Kempsey Airport,,KPS,medium_airport
Katanning Airport,,KNI,small_airport
Kowanyama Airport,Kowanyama,KWM,medium_airport
Kalpowar Airport,Kalpower,KPP,small_airport
Kingaroy Airport,,KGY,medium_airport
Kingscote Airport,,KGC,medium_airport
Klemtu Water Aerodrome,Klemtu,YKT,seaplane_base
Kubin Island Airport,Kubin Island,KUG,small_airport
Kurundi Airport,Kurundi Station,KRD,small_airport
Lawn Hill Airport,,LWH,small_airport
Leigh Creek Airport,,LGH,medium_airport
Leonora Airport,Leonora,LNO,medium_airport
Lake Evella Airport,,LEL,small_airport
Lakefield Airport,Lakefield,LFP,small_airport
Lord Howe Island Airport,Lord Howe Island,LDH,small_airport
Lockhart River Airport,Lockhart River,IRG,medium_airport
Lyndhurst Airport,Lyndhurst,LTP,small_airport
Limbunya Airport,Limbunya,LIB,small_airport
Lindeman Island Airport,Lindeman Island,LDC,small_airport
Lismore Airport,Lismore,LSY,medium_airport
Lake Nash Airport,Alpurrurulam,LNH,small_airport
Ballera Airport,,BBL,small_airport
Lake Macquarie Airport,City of Lake Macquarie,BEO,small_airport
Lakeland Airport,Lakeland Downs,LKD,small_airport
Lock Airport,Lock,LOC,small_airport
Lorraine Airport,,LOA,small_airport
Lotus Vale Airport,Lotus Vale,LTV,small_airport
Mingan Airport,Longue-Pointe-de-Mingan,YLP,small_airport
Laura Airport,,LUU,small_airport
Lightning Ridge Airport,,LHG,medium_airport
Longreach Airport,Longreach,LRE,medium_airport
New Laura Airport,Laura Station,LUT,small_airport
Leinster Airport,,LER,medium_airport
Laverton Airport,Laverton,LVO,small_airport
Latrobe Valley Airport,Morwell,TGN,medium_airport
Lizard Island Airport,,LZR,small_airport
Mabuiag Island Airport,Mabuiag Island,UBB,small_airport
Murray Island Airport,Murray Island,MYI,small_airport
Avalon Airport,Lara,AVV,medium_airport
Albury Airport,Albury,ABX,medium_airport
Mareeba Airport,Mareeba,MRG,medium_airport
Marble Bar Airport,,MBB,small_airport
Mallacoota Airport,,XMC,small_airport
Manners Creek Airport,,MFP,small_airport
Millicent Airport,,MLR,small_airport
Mudgee Airport,Mudgee,DGE,medium_airport
Mandora Airport,Mandora,MQA,small_airport
Macdonald Downs Airport,,MNW,small_airport
Meekatharra Airport,,MKR,medium_airport
Melbourne Essendon Airport,Essendon Fields,MEB,medium_airport
Merimbula Airport,Merimbula,MIM,medium_airport
Merluna Airport,Merluna,MLV,small_airport
Milingimbi Airport,Milingimbi Island,MGT,small_airport
Maningrida Airport,Maningrida,MNG,medium_airport
Mount Gunson Airport,Mount Gunson,GSN,small_airport
Margaret River (Station) Airport,,MGV,small_airport
Margaret River Airport,,MQZ,small_airport
Musgrave Airport,Musgrave,MVU,small_airport
Hobart International Airport,Hobart,HBA,medium_airport
Mount House Airport,Wunaamin Miliwundi Ranges,MHO,small_airport
McArthur River Mine Airport,McArthur River Mine,MCV,small_airport
Mildura Airport,Mildura,MQL,medium_airport
Minlaton Airport,,XML,small_airport
Mitchell Plateau Airport,Mitchell Plateau,MIH,small_airport
Miranda Downs Airport,Miranda Downs,MWY,small_airport
Mitchell Airport,,MTQ,small_airport
Manjimup Airport,,MJP,small_airport
Miles Airport,,WLE,small_airport
Launceston Airport,Launceston,LST,medium_airport
Melbourne Moorabbin Airport,Melbourne,MBW,medium_airport
Murrin Murrin Airport,Murrin Murrin,WUI,small_airport
Melbourne International Airport,Melbourne,MEL,large_airport
Middlemount Airport,,MMM,small_airport
Maitland Airport,,MTL,small_airport
Mount Keith Airport,,WME,medium_airport
Monkira Airport,,ONR,small_airport
Mount Swan Airport,,MSF,small_airport
Morney Airport,,OXY,small_airport
Mount Magnet Airport,,MMG,medium_airport
Mooraberree Airport,,OOR,small_airport
Moree Airport,Moree,MRZ,medium_airport
Moreton Airport,Moreton,MET,small_airport
Minnipa Airport,,MIN,small_airport
Marqua Airport,Marqua,MQE,small_airport
Moranbah Airport,Moranbah,MOV,medium_airport
Marree Airport,,RRE,small_airport
Morawa Airport,,MWB,small_airport
Moruya Airport,Moruya,MYA,medium_airport
Mount Sanford Station Airport,,MTD,small_airport
Mittebah Airport,,MIY,small_airport
Muttaburra Airport,,UTB,small_airport
Mount Gambier Airport,Mount Gambier,MGB,medium_airport
Mornington Island Airport,,ONG,small_airport
Monto Airport,,MNQ,small_airport
Muccan Station Airport,Muccan Station,MUQ,small_airport
Mungeranie Airport,Mungeranie,MNE,small_airport
Mulka Airport,Mulka,MVK,small_airport
Mulga Park Airport,,MUP,small_airport
Mount Valley Airport,,MNV,small_airport
Mullewa Airport,,MXU,small_airport
Moolawatana Airport,Moolawatana Station,MWT,small_airport
Marion Downs Airport,Marion Downs,MXD,small_airport
Maryborough Airport,Maryborough,MBH,small_airport
Myroodan Station Airport,,MYO,small_airport
Merty Merty Airport,,RTY,small_airport
Nappa Merrie Airport,,NMR,small_airport
Narrandera Airport,Narrandera,NRA,medium_airport
Narrabri Airport,Narrabri,NAA,medium_airport
Ngukurr Airport,,RPM,medium_airport
Nambucca Heads Airport,Nambucca Heads,NBH,small_airport
Nicholson Airport,,NLS,small_airport
Noonkanbah Airport,,NKB,small_airport
New Moon Airport,Basalt,NMP,small_airport
Napperby Airport,Napperby,NPP,small_airport
Northern Peninsula Airport,Bamaga,ABM,small_airport
Naracoorte Airport,,NAC,small_airport
Narrogin Airport,Narrogin,NRG,small_airport
Narromine Airport,,QRM,medium_airport
Ravensthorpe Airport,,RVT,small_airport
Noosa Airport,,NSV,small_airport
Norseman Airport,,NSM,small_airport
Yantai Penglai International Airport,Yantai,YNT,large_airport
Normanton Airport,Normanton,NTN,medium_airport
Nullabor Motel Airport,,NUR,small_airport
Nullagine Airport,,NLL,small_airport
Numbulwar Airport,,NUB,small_airport
Nutwood Downs Airport,Nutwood Downs,UTD,small_airport
Newman Airport,Newman,ZNE,medium_airport
Nyngan Airport,,NYN,small_airport
Oenpelli Airport,,OPI,small_airport
Opinaca Aerodrome,Éléonore Mine,YOI,small_airport
Colac Airport,Colac,XCO,small_airport
Olympic Dam Airport,Olympic Dam,OLP,small_airport
Onslow Airport,,ONS,small_airport
Oodnadatta Airport,,ODD,small_airport
Moomba Airport,Moomba,MOO,small_airport
Orbost Airport,,RBS,small_airport
Orange Airport,Orange,OAG,medium_airport
Ord River Airport,Ord River,ODR,small_airport
Osborne Mine Airport,,OSO,small_airport
Ouyen Airport,Ouyen,OYN,small_airport
Adelaide International Airport,Adelaide,ADL,large_airport
Port Augusta Airport,,PUG,medium_airport
Palm Island Airport,,PMK,small_airport
Paraburdoo Airport,Paraburdoo,PBO,medium_airport
Cocos (Keeling) Islands Airport,West Island,CCK,medium_airport
Parndana Airport,Kangaroo Island,PDN,small_airport
Pandie Pandie Airport,,PDE,small_airport
Darwin International Airport / RAAF Darwin,Darwin,DRW,large_airport
Pardoo Airport,Pardoo,PRD,small_airport
Gove Airport,Nhulunbuy,GOV,medium_airport
Port Pirie Airport,,PPI,medium_airport
Perth Jandakot Airport,Perth,JAD,medium_airport
Karratha Airport,Karratha,KTA,medium_airport
Kalgoorlie Boulder Airport,Broadwood,KGI,medium_airport
Parkes Airport,Parkes,PKE,medium_airport
Port Keats Airport,Wadeye,PKT,medium_airport
East Kimberley Regional (Kununurra) Airport,Kununurra,KNX,medium_airport
Port Lincoln Airport,Port Lincoln,PLO,medium_airport
Learmonth Airport,Exmouth,LEA,medium_airport
Prominent Hill Airport,Mount Eba,PXH,small_airport
Pormpuraaw Airport,Pormpuraaw,EDR,small_airport
Port Macquarie Airport,Port Macquarie,PQQ,medium_airport
Penong Airport,Penong,PEY,small_airport
Portland Airport,,PTJ,medium_airport
Porepunkah Airport,,MBF,small_airport
Port Hedland International Airport,Port Hedland,PHE,medium_airport
Perth International Airport,Perth,PER,large_airport
Penneshaw Airport,Ironstone,PEA,small_airport
Tindal Airport,,KTR,medium_airport
Woomera Airfield,Woomera,UMR,small_airport
Christmas Island Airport,Flying Fish Cove,XCH,medium_airport
Quirindi Airport,,UIR,small_airport
April Point Seaplane Base,Quadra Island,YQJ,seaplane_base
Quilpie Airport,,ULP,medium_airport
Queenstown Airport,,UEE,small_airport
Robinson River Airport,,RRV,small_airport
Refuge Cove Seaplane Base,Desolation Sound,YRC,seaplane_base
Dean River Airport,Kimsquit Valley,YRD,small_airport
Renmark Airport,,RMK,medium_airport
Richmond Airport,,RCM,small_airport
Ramingining Airport,,RAM,small_airport
Robinhood Airport,,ROH,small_airport
Roebourne Airport,Roebourne,RBU,small_airport
Robinvale Airport,Robinvale,RBC,small_airport
Roma Airport,Roma,RMA,medium_airport
Roper Bar Airport,Roper Bar,RPB,small_airport
Roseberth Airport,,RSB,small_airport
Rottnest Island Airport,,RTS,small_airport
Rutland Plains Airport,Yagoonya,RTP,small_airport
Roy Hill Station Airport,,RHL,small_airport
Sandstone Airport,Sandstone,NDS,small_airport
Sydney Bankstown Airport,Sydney,BWU,medium_airport
Canberra International Airport,Canberra,CBR,medium_airport
Carosue Dam Airport,Cundeelee,WCD,small_airport
Camden Airport,Cobbitty,CDU,medium_airport
Scone Airport,,NSO,small_airport
Southern Cross Airport,,SQC,small_airport
Dubbo City Regional Airport,Dubbo,DBO,medium_airport
St George Airport,,SGO,small_airport
Singleton Airport,Singleton,SIX,small_airport
South Galway Airport,,ZGL,small_airport
Shay Gap Airport,Shay Gap,SGP,small_airport
Shark Bay Airport,Denham,MJK,medium_airport
Shellharbour Airport,Albion Park Rail,WOL,medium_airport
Shute Harbour/Whitsunday Airport,Shute Harbour,WSY,small_airport
Shepparton Airport,,SHT,medium_airport
Saibai Island Airport,Saibai Island,SBR,small_airport
Somersby Airstrip,Gosford,GOS,small_airport
Smithton Airport,,SIO,medium_airport
South Molle Island Helipad,South Molle Island Resort,SOI,heliport
Smith Point Airport,,SHU,small_airport
Strathmore Airport,Strathmore,STH,small_airport
Snake Bay Airport,Milikapiti,SNB,medium_airport
Norfolk Island International Airport,Burnt Pine,NLK,medium_airport
Naval Air Station Nowra - HMAS Albatross,Nowra Hill,NOA,medium_airport
Stanthorpe Airport,,SNH,small_airport
Spring Creek Airport,,SCG,small_airport
Southport Airport,,SHQ,small_airport
Springvale Airport,,KSV,small_airport
RAAF Base Richmond,Richmond,XRH,medium_airport
Strahan Airport,,SRN,small_airport
Sydney Kingsford Smith International Airport,Sydney,SYD,large_airport
St Helens Airport,,HLS,small_airport
Stephens Island Seaplane Base,Stephens Island,STF,seaplane_base
Tamworth Airport,Tamworth,TMW,medium_airport
Silver Plains Airport,Silver Plains,SSP,small_airport
Wagga Wagga City Airport,Wagga Wagga,WGA,medium_airport
Swan Hill Airport,,SWH,medium_airport
Stawell Airport,,SWC,medium_airport
Tara Airport,,XTR,small_airport
Tableland Homestead Airport,,TBL,small_airport
Taroom Airport,,XTO,small_airport
Tarcoola Airport,Tarcoola,TAQ,small_airport
Timber Creek Airport,,TBK,small_airport
Theodore Airport,,TDR,small_airport
Trepell Airport,Trepell,TQP,small_airport
Telfer Airport,,TEF,medium_airport
Temora Airport,Temora,TEM,medium_airport
Tangalooma Airport,,TAN,small_airport
Thargomindah Airport,Thargomindah,XTG,medium_airport
The Granites Airport,The Granites Gold Mine,GTS,small_airport
Theda Station Airport,Drysdale River,TDN,small_airport
Thylungra Airport,,TYG,small_airport
Tibooburra Airport,,TYB,medium_airport
Turkey Creek Airport,Turkey Creek,TKY,small_airport
The Monument Airport,Phosphate Hill,PHQ,small_airport
Tumut Airport,,TUM,medium_airport
Tobermorey Airport,Tobermorey,TYP,small_airport
Tanbar Airport,Tanbar Station,TXR,small_airport
Thangool Airport,Biloela,THG,medium_airport
Tennant Creek Airport,Tennant Creek,TCA,medium_airport
Tocumwal Airport,,TCW,small_airport
Taree Airport,Taree,TRO,medium_airport
Truscott-Mungalalu Airport,Anjo Peninsula,TTX,small_airport
Toowoomba Airport,Toowoomba,TWB,small_airport
Undara Airport,,UDA,small_airport
Cluny Airport,,CZY,small_airport
Useless Loop Airport,Useless Loop,USL,small_airport
Victoria River Downs Airport,Victoria River,VCD,small_airport
Vanrook Station Airport,,VNR,small_airport
Wauchope Airport,Wauchope,WAU,small_airport
Wallal Airport,Wallal,WLA,small_airport
Wave Hill Airport,,WAV,small_airport
Warrnambool Airport,,WMB,small_airport
Warraber Island Airport,Sue Islet,SYU,small_airport
Wilcannia Airport,,WIO,small_airport
Walcha Airport,,WLC,small_airport
Warwick Airport,,WAZ,small_airport
Windarra Airport,Laverton,WND,small_airport
Windarling Airport,Windarling Mine,WRN,small_airport
Windorah Airport,,WNR,medium_airport
Wondoola Airport,Wondoola,WON,small_airport
Mount Full Stop Airport,Wando Vale,MFL,small_airport
Port Hedland/Wodgina Airport,Wodgina,GYB,small_airport
