name,municipality,iata_code,type
Zephyrhills Municipal Airport,Zephyrhills,ZPH,small_airport
Zanesville Municipal Airport,Zanesville,ZZV,medium_airport
Grand Canyon Caverns Airport,Peach Springs,PGS,small_airport
Bokeo International Airport,Ton Phueng,BOR,medium_airport
Layang-Layang Airport,Pulau Layang-Layang (Swallow Reef),LAC,small_airport
Dr. Antonio Agostinho Neto International Airport,Luanda (Ícolo e Bengo),NBJ,medium_airport
Kukës International Airport,Kukës,KFZ,medium_airport
Tirana International Airport Mother Teresa,Rinas,TIA,large_airport
Burgas Airport,Burgas,BOJ,large_airport
Gorna Oryahovitsa Airport,Gorna Oryahovitsa,GOZ,medium_airport
Palm Beach Seaplane Base,Sydney,LBH,seaplane_base
Luabo Airport,Luabo,LBM,small_airport
Plovdiv International Airport,Plovdiv,PDV,medium_airport
Ruse Airport,Shtraklevo,ROU,small_airport
Sofia Airport,Sofia,SOF,large_airport
Stara Zagora Airport,Stara Zagora,SZR,small_airport
Varna Airport,Varna,VAR,large_airport
Nicosia (Lefkoşa) Ercan International Airport,Tymbou (Kirklar),ECN,medium_airport
Larnaca International Airport,Larnaca,LCA,large_airport
Loncopue Airport,Loncopue,LCP,small_airport
Paphos International Airport,Paphos,PFO,medium_airport
RAF Akrotiri,Akrotiri,AKT,medium_airport
Dubrovnik Ruđer Bošković Airport,Čilipi,DBV,medium_airport
Lošinj Airport,Mali Lošinj,LSZ,small_airport
Osijek Airport,Klisa,OSI,medium_airport
Pula Airport,Pula,PUY,medium_airport
Rijeka Airport,Omišalj,RJK,medium_airport
Brač Airport,Gornji Humac,BWK,medium_airport
Split Airport,Kaštel Štafilić,SPU,medium_airport
Lansdowne Airport,Lansdowne Station,LDW,small_airport
Zagreb Franjo Tuđman International Airport,Velika Gorica,ZAG,large_airport
Zadar Airport,Zemunik Donji (Zadar),ZAD,medium_airport
Albacete Airport / Los Llanos Air Base,Albacete,ABC,medium_airport
Alicante-Elche Miguel Hernández Airport,Alicante,ALC,large_airport
Almería Airport,Almería,LEI,medium_airport
Asturias Airport,Ranón,OVD,medium_airport
Córdoba Airport,Córdoba,ODB,medium_airport
Bilbao Airport,Bilbao,BIO,medium_airport
Burgos Airport,Burgos,RGS,medium_airport
Josep Tarradellas Barcelona-El Prat Airport,Barcelona,BCN,large_airport
Badajoz Airport,Badajoz,BJZ,medium_airport
Castellón-Costa Azahar Airport,Castellón de la Plana,CDT,medium_airport
A Coruña Airport,Culleredo,LCG,medium_airport
Lleida-Alguaire Airport,Lleida,ILD,medium_airport
Girona-Costa Brava Airport,Girona,GRO,medium_airport
F.G.L. Airport Granada-Jaén Airport,Granada,GRX,medium_airport
Huesca-Pirineos Airport,Monflorite/Alcalá del Obispo,HSK,small_airport
Ibiza Airport,Ibiza (Eivissa),IBZ,large_airport
Jerez Airport,Jerez de la Frontera,XRY,medium_airport
San Javier Airport,San Javier,MJV,medium_airport
León Airport,León,LEN,medium_airport
Logroño-Agoncillo Airport,Logroño,RJL,medium_airport
Adolfo Suárez Madrid–Barajas Airport,Madrid,MAD,large_airport
Málaga-Costa del Sol Airport,Málaga,AGP,large_airport
Menorca Airport,Mahón (Maó),MAH,medium_airport
Región de Murcia International Airport,Corvera,RMU,medium_airport
Moron Air Base,Morón,OZP,medium_airport
Lekoni Airport,Lekoni,LEO,small_airport
Palma de Mallorca Airport,Palma de Mallorca,PMI,large_airport
Pamplona Airport,Pamplona,PNA,medium_airport
Ciudad Real International Airport,Ciudad Real,CQM,medium_airport
Reus Airport,Reus,REU,medium_airport
Rota Naval Station Airport,Rota,ROZ,medium_airport
Salamanca Airport,Salamanca,SLM,medium_airport
San Sebastián Airport,Hondarribia,EAS,medium_airport
Santiago-Rosalía de Castro Airport,Santiago de Compostela,SCQ,large_airport
Pirineus - la Seu d'Urgel Airport,La Seu d'Urgell Pyrenees and Andorra,LEU,small_airport
Teruel Airport,Teruel,TEV,medium_airport
Madrid–Torrejón Airport / Torrejón Air Base,Madrid,TOJ,medium_airport
Valencia Airport,Valencia,VLC,medium_airport
Valladolid Airport,Valladolid,VLL,medium_airport
Vitoria Airport,Alava,VIT,medium_airport
Vigo Airport,Vigo,VGO,medium_airport
Seve Ballesteros-Santander Airport,Santander,SDR,medium_airport
Zaragoza Airport,Zaragoza,ZAZ,medium_airport
Sevilla Airport,Sevilla,SVQ,medium_airport
Dieppe-Saint-Aubin Airport,Saint-Aubin-sur-Scie,DPE,small_airport
Calais-Dunkerque Airport,Marck,CQF,medium_airport
Albert-Picardie Airport,"Méaulte, Somme",BYF,small_airport
Le Touquet-Côte d'Opale Airport,Le Touquet-Paris-Plage,LTQ,medium_airport
Agen-La Garenne Airport,Agen/La Garenne,AGF,medium_airport
Bordeaux-Mérignac Airport,Bordeaux/Mérignac,BOD,large_airport
Bergerac Dordogne Périgord Airport,Bergerac/Roumanière,EGC,medium_airport
Cognac-Châteaubernard (BA 709) Air Base,Cognac/Châteaubernard,CNG,medium_airport
La Rochelle-Île de Ré Airport,La Rochelle/Île de Ré,LRH,medium_airport
Poitiers-Biard Airport,Poitiers/Biard,PIS,medium_airport
Montluçon-Guéret Airport,"Lépaud, Creuse",MCU,medium_airport
Limoges Airport,Limoges/Bellegarde,LIG,medium_airport
Niort - Marais Poitevin Airport,Niort/Souché,NIT,medium_airport
Toulouse-Blagnac Airport,Toulouse/Blagnac,TLS,large_airport
Pau Pyrénées Airport,Pau/Pyrénées (Uzein),PUF,medium_airport
Tarbes-Lourdes-Pyrénées Airport,Tarbes/Lourdes/Pyrénées,LDE,medium_airport
Angoulême-Brie-Champniers Airport,Angoulême/Brie/Champniers,ANG,medium_airport
Périgueux-Bassillac Airport,Périgueux/Bassillac,PGX,medium_airport
Biarritz-Anglet-Bayonne Airport,Biarritz/Anglet/Bayonne,BIQ,medium_airport
Aérodrome de Cahors-Lalbenque,Cahors/Lalbenque,ZAO,medium_airport
Albi-Le Séquestre Airport,Albi/Le Séquestre,LBI,medium_airport
Castres-Mazamet Airport,Castres/Mazamet,DCM,medium_airport
Rodez–Aveyron Airport,Rodez/Marcillac,RDZ,medium_airport
Royan-Médis Airport,Royan/Médis,RYN,medium_airport
Rochefort-Saint-Agnant (BA 721) Airport,Rochefort/Saint-Agnant,RCO,medium_airport
Aérodrome de Belle Île,Bangor,BIC,small_airport
Ouessant Airport,Ushant,OUI,small_airport
Île d'Yeu Airport,Île d'Yeu,IDY,small_airport
Colmar-Houssen Airport,"Colmar, Haut-Rhin",CMR,medium_airport
Dole-Jura Airport,"Tavaux, Jura",DLE,medium_airport
Megève Altiport,Megève,MVV,small_airport
Aubenas-Ardèche Méridional Airport,Aubenas/Ardèche Méridional,OBS,medium_airport
Le Puy-Loudes Airfield,"Chaspuzac, Haute-Loire",LPY,medium_airport
Altiport L'Alpe d'Huez - Henri GIRAUD,L'Alpe d'Huez,AHZ,small_airport
Metz-Nancy-Lorraine Airport,Goin,ETZ,medium_airport
Angers-Loire Airport,"Marcé, Maine-et-Loire",ANE,medium_airport
Bastia-Poretta Airport,Bastia/Poretta,BIA,medium_airport
Calvi-Sainte-Catherine Airport,Calvi/Sainte-Catherine,CLY,medium_airport
Figari Sud-Corse Airport,Figari Sud-Corse,FSC,medium_airport
Ajaccio-Napoléon Bonaparte Airport,Ajaccio/Napoléon Bonaparte,AJA,medium_airport
Propriano Airport,Propriano,PRP,small_airport
Solenzara (BA 126) Air Base,Solenzara,SOZ,medium_airport
Méribel Altiport,Les Allues,MFX,small_airport
Auxerre-Branches Airport,"Appoigny, Yonne",AUF,medium_airport
Chambéry Savoie Mont Blanc Airport,Viviers-du-Lac,CMF,medium_airport
Clermont-Ferrand Auvergne Airport,"Aulnat, Puy-de-Dôme",CFE,medium_airport
Bourges Airport,"Bourges, Cher",BOU,medium_airport
Courchevel Altiport,Saint-Bon,CVF,small_airport
Lyon Saint-Exupéry Airport,"Colombier-Saugnieu, Rhône",LYS,large_airport
Saint-Yan Airport,"L'Hôpital-le-Mercier, Saône-et-Loire",SYT,medium_airport
Roanne-Renaison Airport,Saint-Léger-sur-Roanne,RNE,medium_airport
Annecy Haute-Savoie Mont Blanc Airport,Epagny Metz-Tessy,NCY,medium_airport
Grenoble Alpes Isère Airport,"Saint-Étienne-de-Saint-Geoirs, Isère",GNB,medium_airport
Valence-Chabeuil Airport,"Chabeuil, Drôme",VAF,medium_airport
Vichy-Charmeil Airport,"Charmeil, Allier",VHY,medium_airport
Aurillac Airport,Aurillac,AUR,medium_airport
"Châteauroux-Déols ""Marcel Dassault"" Airport",Châteauroux/Déols,CHR,medium_airport
Lyon Bron Airport,"Chassieu, Lyon",LYN,medium_airport
Cannes-Mandelieu Airport,"Cannes, Alpes-Maritimes",CEQ,medium_airport
Saint-Étienne-Bouthéon Airport,Saint-Étienne/Bouthéon,EBU,medium_airport
Carcassonne Airport,Carcassonne/Salvaza,CCF,medium_airport
Marseille Provence Airport,"Marignane, Bouches-du-Rhône",MRS,large_airport
Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes",NCE,large_airport
Perpignan-Rivesaltes (Llabanère) Airport,Perpignan/Rivesaltes,PGF,medium_airport
Le Castellet Airport,"Le Castellet, Var",CTT,medium_airport
Barcelonnette - Saint-Pons Airfield,Le Castellet,BAE,small_airport
Montpellier-Méditerranée Airport,Montpellier/Méditerranée,MPL,medium_airport
Béziers-Vias Airport,Béziers/Vias,BZR,medium_airport
Avignon-Caumont Airport,"Avignon, Vaucluse",AVN,medium_airport
Gap-Tallard Airfield,"Tallard, Hautes-Alpes",GAT,small_airport
Mende-Brenoux Airfield,Mende/Brénoux,MEN,medium_airport
Mont-Dauphin - St-Crépin Airfield,,SCP,small_airport
Paris-Beauvais Airport,Tillé,BVA,medium_airport
Évreux-Fauville (BA 105) Air Base,Évreux/Fauville,EVX,medium_airport
Le Havre-Octeville Airport,Le Havre,LEH,medium_airport
Châlons-Vatry Airport,Bussy-Lettrée,XCR,medium_airport
Les Sables-d'Olonne Talmont Airport,Les Sables-d'Olonne,LSO,small_airport
Rouen Vallée de Seine Airport,Boos,URO,medium_airport
Tours Val de Loire Airport,"Tours, Indre-et-Loire",TUF,medium_airport
Cholet Le Pontreau Airfield,Cholet/Le Pontreau,CET,small_airport
Laval-Entrammes Airport,"Laval, Mayenne",LVA,medium_airport
Orléans – Saint-Denis-de-l'Hôtel Airport,Orléans,ORE,small_airport
Paris-Le Bourget Airport,"Paris (Le Bourget, Seine-Saint-Denis)",LBG,medium_airport
Creil Air Base,Creil,CSF,medium_airport
Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",CDG,large_airport
Toussus-le-Noble Airport,"Toussus-le-Noble, Yvelines",TNF,medium_airport
Paris-Orly Airport,"Paris (Orly, Val-de-Marne)",ORY,large_airport
Pontoise-Cormeilles Aerodrome,"Cormeilles-en-Vexin, Val-d'Oise",POX,medium_airport
Vélizy-Villacoublay Air Base,"Vélizy-Villacoublay, Yvelines",VIY,medium_airport
Nevers-Fourchambault Airport,"Marzy, Nièvre",NVS,medium_airport
Lille Airport,Lesquin,LIL,medium_airport
Merville-Calonne Airport,"Merville, Nord",HZB,medium_airport
Brest Bretagne Airport,Brest/Guipavas,BES,medium_airport
Cherbourg-Maupertus Airport,"Gonneville-Le Theil, Manche",CER,medium_airport
Dinard-Pleurtuit-Saint-Malo Airport,"Pleurtuit, Ille-et-Vilaine",DNR,medium_airport
La Baule-Escoublac Airport,La Baule-Escoublac,LBY,medium_airport
Granville Airport,"Bréville-sur-Mer, Manche",GFR,medium_airport
Deauville-Normandie Airport,"Deauville, Calvados",DOL,medium_airport
Lorient South Brittany (Bretagne Sud) Airport,Lorient/Lann/Bihoué,LRT,medium_airport
La Roche-sur-Yon Airport,La Roche-sur-Yon/Les Ajoncs,EDM,medium_airport
Landivisiau Air Base,Landivisiau,LDV,medium_airport
Caen-Carpiquet Airport,"Carpiquet, Calvados",CFR,medium_airport
Le Mans-Arnage Airport,"Le Mans, Sarthe",LME,medium_airport
Rennes-Saint-Jacques Airport,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",RNS,medium_airport
Lannion-Côte de Granit Airport,Lannion,LAI,medium_airport
Quimper-Cornouaille Airport,Quimper/Pluguffan,UIP,medium_airport
Nantes Atlantique Airport,Nantes,NTE,medium_airport
Saint-Brieuc-Armor Airport,"Trémuson, Côtes-d'Armor",SBK,medium_airport
Morlaix-Ploujean Airport,Morlaix/Ploujean,MXN,medium_airport
Vannes-Meucon Airport,Vannes/Meucon,VNE,medium_airport
Saint-Nazaire-Montoir Airport,Saint-Nazaire/Montoir,SNR,medium_airport
EuroAirport Basel-Mulhouse-Freiburg,Saint-Louis,BSL,large_airport
Dijon-Bourgogne Airport,"Ouges, Côte-d'Or",DIJ,medium_airport
Épinal-Mirecourt Airport,"Juvaincourt, Vosges",EPL,medium_airport
Brive-Souillac,Brive la Gaillarde,BVE,medium_airport
Nancy-Essey Airport,"Tomblaine, Meurthe-et-Moselle",ENC,medium_airport
Strasbourg Airport,Strasbourg,SXB,medium_airport
Toulon-Hyères Airport,"Hyères, Var",TLN,medium_airport
Rize–Artvin Airport,Rize,RZV,medium_airport
Nîmes-Arles-Camargue Airport,Nîmes/Garons,FNI,medium_airport
La Môle-Saint-Tropez Airport,"La Môle, Var",LTT,small_airport
Miquelon Airport,Miquelon,MQC,small_airport
St Pierre Airport,Saint-Pierre,FSP,medium_airport
Andravida Air Base,Andravida,PYR,medium_airport
Alexandroupoli Democritus Airport,Alexandroupolis,AXD,medium_airport
Athens Eleftherios Venizelos International Airport,Spata-Artemida,ATH,large_airport
Nea Anchialos National Airport,Nea Anchialos,VOL,medium_airport
Mulan Airport,Lake Gregory,LGE,small_airport
Chios Island National Airport,Chios Island,JKH,medium_airport
Ikaria Airport,Ikaria Island,JIK,small_airport
Ioannina King Pyrrhus National Airport,Ioannina,IOA,medium_airport
Heraklion International Nikos Kazantzakis Airport,Heraklion,HER,large_airport
Kastoria National Airport Aristotle,Argos Orestiko,KSO,small_airport
Kithira Airport,Kithira Island,KIT,small_airport
Kefallinia Airport,Kefallinia Island,EFL,medium_airport
Kastelorizo Airport,Kastelorizo Island,KZS,small_airport
Kalamata Airport,Kalamata,KLX,medium_airport
Kos Airport,Kos Island,KGS,medium_airport
Karpathos Airport,Karpathos Island,AOK,medium_airport
Corfu Ioannis Kapodistrias International Airport,Kerkyra (Corfu),CFU,medium_airport
Kasos Airport,Kasos Island,KSJ,small_airport
Kavala Alexander the Great International Airport,Kavala,KVA,medium_airport
Kalymnos Airport,Kalymnos Island,JKL,small_airport
Kozani National Airport Filippos,Kozani,KZI,medium_airport
Leros Airport,Leros Island,LRS,small_airport
Limnos Airport,Limnos Island,LXS,small_airport
Larissa Air Base,Larissa,LRA,small_airport
Mykonos Island National Airport,Mykonos,JMK,medium_airport
Milos Airport,Milos Island,MLO,small_airport
Mytilene International Airport,Mytilene,MJT,medium_airport
Linga Linga Airport,Linga Linga,LGN,small_airport
Naxos Island National Airport,Naxos,JNX,small_airport
Bicol International Airport,Legazpi,DRP,medium_airport
Paros National Airport,Paros,PAS,small_airport
Astypalaia Airport,Astypalaia Island,JTY,small_airport
Aktion National Airport,Preveza,PVK,medium_airport
Diagoras Airport,Rhodes,RHO,medium_airport
Patras Araxos Agamemnon Airport,Patras,GPA,medium_airport
Chania International Airport,Souda,CHQ,medium_airport
Skiathos Island National Airport,Skiathos,JSI,medium_airport
Samos Airport,Samos Island,SMI,medium_airport
Syros Airport,Syros Island,JSY,small_airport
Sparti Airfield,Sparti,SPJ,small_airport
Santorini Airport,Santorini Island,JTR,medium_airport
Sitia Airport,Crete Island,JSH,medium_airport
Skiros Airport,Skiros Island,SKU,small_airport
Thessaloniki Macedonia International Airport,Thessaloniki,SKG,large_airport
Zakynthos International Airport Dionysios Solomos,Zakynthos,ZTH,medium_airport
Budapest Liszt Ferenc International Airport,Budapest,BUD,large_airport
Debrecen International Airport,Debrecen,DEB,medium_airport
Pécs-Pogány Airport,Pogány,PEV,medium_airport
Hévíz–Balaton Airport,Sármellék,SOB,medium_airport
L'Aquila–Preturo Airport,L'Aquila,QAQ,small_airport
Crotone Sant'Anna Pythagoras Airport,Isola di Capo Rizzuto (KR),CRV,medium_airport
Bari Karol Wojtyła International Airport,Bari,BRI,large_airport
Foggia Gino Lisa Airport,Foggia (FG),FOG,medium_airport
Taranto-Grottaglie Marcello Arlotta Airport,Grottaglie,TAR,medium_airport
Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,Galatina (LE),LCC,medium_airport
Abruzzo Airport,Pescara,PSR,medium_airport
Brindisi Airport,Brindisi,BDS,large_airport
Lamezia Terme Sant'Eufemia International Airport,Lamezia Terme (CZ),SUF,medium_airport
Comiso Airport,Comiso,CIY,medium_airport
Catania-Fontanarossa Airport,Catania,CTA,large_airport
Lampedusa Airport,Lampedusa,LMP,medium_airport
Pantelleria Airport,Pantelleria (TP),PNL,medium_airport
Falcone–Borsellino Airport,Palermo,PMO,large_airport
Reggio Calabria Airport,Reggio Calabria,REG,medium_airport
Vincenzo Florio Airport Trapani-Birgi,Trapani (TP),TPS,medium_airport
Sigonella Navy Air Base,Sigonella (CT),NSY,medium_airport
Belluno Arturo dell'Oro Airport,Belluno (BL),BLX,small_airport
Ravenna Airport,Ravenna (RA),RAN,small_airport
Alghero-Fertilia Airport,Alghero,AHO,medium_airport
Decimomannu Air Base,Decimomannu,DCI,medium_airport
Cagliari Elmas Airport,Cagliari,CAG,large_airport
Olbia Costa Smeralda Airport,Olbia (SS),OLB,medium_airport
Oristano-Fenosu Airport,Oristano,FNU,small_airport
Tortolì Airport,Arbatax,TTB,medium_airport
Milan Malpensa International Airport,Ferno (VA),MXP,large_airport
Milan Bergamo Airport / Antonio Locatelli Air Base,Orio al Serio (BG),BGY,large_airport
Turin Airport,Caselle Torinese (TO),TRN,large_airport
Riviera Villanova d'Albenga International Airport,Villanova d'Albenga (SV),ALL,medium_airport
Genoa Cristoforo Colombo Airport,Genova (GE),GOA,medium_airport
Milano Linate Airport,Segrate (MI),LIN,medium_airport
Parma Airport,Parma (PR),PMF,medium_airport
Aosta Corrado Gex Airport,Saint-Christophe (AO),AOT,medium_airport
Cuneo International Airport,Levaldigi (CN),CUF,medium_airport
Aviano Air Base,Aviano (PN),AVB,medium_airport
Bolzano Airport,Bolzano (BZ),BZO,medium_airport
Udine-Campoformido Air Base,Campoformido (UD),UDN,small_airport
Bologna Guglielmo Marconi Airport,Bologna,BLQ,large_airport
Treviso Antonio Canova Airport,Treviso (TV),TSF,medium_airport
Forlì Luigi Ridolfi Airport,Forlì (FC),FRL,medium_airport
Brescia Gabriele d'Annunzio Airport,Montichiari (BS),VBS,medium_airport
Trieste–Friuli Venezia Giulia Airport,Ronchi dei Legionari (GO),TRS,medium_airport
Federico Fellini International Airport,Rimini (RN),RMI,medium_airport
Verona Villafranca Valerio Catullo Airport,Caselle (VR),VRN,large_airport
Marche Airport,Falconara Marittima (AN),AOI,medium_airport
Venice Marco Polo Airport,Venezia (VE),VCE,large_airport
Lucca-Tassignano Airport,Capannori (LU),LCV,small_airport
Siena-Ampugnano Airport,Ampugnano (SI),SAY,medium_airport
Ciampino–G. B. Pastine International Airport,Rome,CIA,medium_airport
Rome–Fiumicino Leonardo da Vinci International Airport,Rome,FCO,large_airport
Salerno Costa d'Amalfi Airport,Salerno,QSR,medium_airport
Marina di Campo Airport,Campo nell'Elba (LI),EBA,medium_airport
Naples International Airport,Napoli,NAP,large_airport
Pisa International Airport,Pisa (PI),PSA,large_airport
"Florence Airport, Peretola",Firenze (FI),FLR,medium_airport
Grosseto Corrado Baccarini Air Base / Grosseto Airport,Grosseto (GR),GRS,medium_airport
Perugia San Francesco d'Assisi – Umbria International Airport,Perugia (PG),PEG,medium_airport
Ljubljana Jože Pučnik Airport,Zgornji Brnik,LJU,large_airport
Maribor Edvard Rusjan Airport,Orehova Vas,MBX,medium_airport
Portorož Airport,Sečovlje,POW,medium_airport
Nuwara Eliya (Lake Gregory) Waterdrome,Nuwara Eliya,NUA,seaplane_base
Lekana Airport,Lekana,LKC,small_airport
České Budějovice South Bohemian Airport,České Budějovice,JCL,small_airport
Kunovice Airport,Uherské Hradiště,UHE,medium_airport
Karlovy Vary Airport,Karlovy Vary,KLV,medium_airport
Mnichovo Hradiště Airport,Mnichovo Hradiště,HRA,small_airport
Ostrava Leos Janáček Airport,Mošnov,OSR,medium_airport
Olomouc Airport,Olomouc,OLO,small_airport
Pardubice Airport,Pardubice,PED,medium_airport
Přerov Air Base,Přerov,PRV,medium_airport
Václav Havel Airport Prague,Prague,PRG,large_airport
Brno-Tuřany Airport,Brno,BRQ,medium_airport
Vodochody Airport,Vodochody,VOD,medium_airport
Zábřeh Dolní Benešov Airfield,Dolní Benešov,ZBE,small_airport
Ben Gurion International Airport,Tel Aviv,TLV,large_airport
Beersheba (Teyman) Airport,Beersheba,BEV,small_airport
Ramon International Airport,Eilat,ETM,large_airport
Ein Yahav Airfield,Sapir,EIY,small_airport
La Lima - Reginaldo Hammer Airport,La Lima,LLH,small_airport
Haifa International Airport,Haifa,HFA,medium_airport
Rosh Pina Airport,Rosh Pina,RPN,medium_airport
Kiryat Shmona Airport,Kiryat Shmona,KSW,small_airport
Lissadell Airport,Lissadell Station,LLL,small_airport
Bar Yehuda Airfield,Masada,MTZ,medium_airport
Nevatim Air Base,Beersheba,VTM,medium_airport
Ovda Airport,Eilat,VDA,small_airport
Ramon Air Base,Beersheba,MIP,medium_airport
Yotvata Airfield,Yotvata,YOT,small_airport
Malta International Airport,Valletta,MLA,large_airport
Madivaru Airport,Naifaru,LMV,small_airport
Palma Airport,Palma,LMZ,small_airport
Lengbati Airport,,LNC,small_airport
Munbil Airport,,LNF,small_airport
Langimar Airport,,LNM,small_airport
Monaco Heliport,Fontvieille,MCM,heliport
Sankt Anton am Arlberg Heliport,Sankt Anton am Arlberg,ANT,heliport
Hohenems-Dornbirn Airfield,Hohenems,HOH,small_airport
Francisco Primo de Verdad y Ramos Airport,Lagos de Moreno,LOM,small_airport
Lowe AHP (Fort Rucker) Heliport,Fort Rucker Ozark,LOR,heliport
Graz Airport,Feldkirchen bei Graz,GRZ,medium_airport
Innsbruck Airport,Innsbruck,INN,medium_airport
Klagenfurt Airport,Klagenfurt am Wörthersee,KLU,medium_airport
Linz-Hörsching Airport / Vogler Air Base,Linz,LNZ,medium_airport
Salzburg Airport,Salzburg,SZG,medium_airport
Vienna International Airport,Vienna,VIE,large_airport
Alverca Air Base,Vila Franca de Xira,AVR,medium_airport
Santa Maria Airport,Vila do Porto,SMA,medium_airport
Bragança Airport,Bragança,BGC,medium_airport
Beja Airport / Airbase,Beja,BYJ,medium_airport
Braga Municipal Aerodrome,Braga,BGZ,medium_airport
Aerodromo de Chaves,Chaves,CHV,small_airport
Aerodromo Municipal de Coimbra,Coimbra,CBP,medium_airport
Corvo Airport,Corvo,CVU,small_airport
Cascais Airport,Cascais,CAT,medium_airport
Flores Airport,Santa Cruz das Flores,FLW,medium_airport
Faro Airport,Faro,FAO,large_airport
Graciosa Airport,Santa Cruz da Graciosa,GRW,medium_airport
Horta Airport,Horta,HOR,medium_airport
Lajes Airport,Praia da Vitória,TER,medium_airport
Madeira International Airport Cristiano Ronaldo,Funchal,FNC,large_airport
Monte Real Air Base,,QLR,medium_airport
João Paulo II Airport,Ponta Delgada,PDL,large_airport
Pico Airport,Pico Island,PIX,medium_airport
Portimão Airport,Portimão,PRM,medium_airport
Francisco de Sá Carneiro Airport,Porto,OPO,large_airport
Porto Santo Airport,Vila Baleira,PXO,medium_airport
Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,LIS,large_airport
São Jorge Airport,Velas,SJZ,medium_airport
Vila Real Airport,Vila Real,VRL,medium_airport
Aerodromo Goncalves Lobato (Viseu Airport),Viseu,VSE,medium_airport
Banja Luka International Airport,Banja Luka,BNX,medium_airport
Mostar International Airport,Mostar,OMO,medium_airport
Sarajevo International Airport,Sarajevo,SJJ,medium_airport
Tuzla International Airport,Dubrave Gornje,TZL,medium_airport
Arad International Airport,Arad,ARW,medium_airport
Bacău George Enescu International  Airport,Bacău,BCM,medium_airport
Maramureș International Airport,Tăuții-Măgherăuș,BAY,medium_airport
Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,BBU,medium_airport
Mihail Kogălniceanu International Airport,Mihail Kogălniceanu,CND,medium_airport
Cluj Avram Iancu International Airport,Cluj-Napoca,CLJ,medium_airport
Caransebeş Airport,Caransebeş,CSB,medium_airport
Craiova International Airport,Craiova,CRA,medium_airport
Iaşi Airport,Iaşi,IAS,medium_airport
Oradea International Airport,Oradea,OMR,medium_airport
Bucharest Henri Coandă International Airport,Otopeni,OTP,large_airport
Brașov-Ghimbav International Airport,Brașov (Ghimbav),GHV,medium_airport
Sibiu International Airport,Sibiu,SBZ,medium_airport
Satu Mare International Airport,Satu Mare,SUJ,medium_airport
Suceava Stefan cel Mare Airport,Suceava,SCV,medium_airport
Tulcea Danube Delta Airport,Mihail Kogălniceanu,TCE,medium_airport
Târgu Mureş Transilvania International Airport,Recea,TGM,medium_airport
Timişoara Traian Vuia Airport,Timişoara,TSR,medium_airport
Geneva Cointrin International Airport,Geneva,GVA,large_airport
Sion Airport,Sion,SIR,medium_airport
Emmen Air Base,Emmen,EML,medium_airport
Payerne Air Base,Payerne,VIP,medium_airport
Lugano Airport,Agno,LUG,medium_airport
Bern Airport,Bern,BRN,medium_airport
Buochs Airport,Buochs,BXO,small_airport
Zürich Airport,Zurich,ZRH,large_airport
Sankt Gallen Altenrhein Airport,St. Gallen,ACH,medium_airport
Samedan Airport,Samedan,SMV,medium_airport
Gökçeada Airport,Gökçeada,GKD,small_airport
Esenboğa International Airport,Ankara,ESB,large_airport
Etimesgut Air Base,Ankara,ANK,medium_airport
Adana Şakirpaşa Airport,Seyhan,ADA,medium_airport
İncirlik Air Base,Sarıçam,UAB,medium_airport
Afyon Air Base,Afyonkarahisar,AFY,medium_airport
Antalya International Airport,Antalya,AYT,large_airport
Gaziantep International Airport,Gaziantep,GZT,medium_airport
Kastamonu Airport,Kastamonu,KFS,medium_airport
Konya Airport,Konya,KYA,medium_airport
Amasya Merzifon Airport,Amasya,MZH,small_airport
Sivas Nuri Demirağ Airport,Sivas,VAS,small_airport
Zonguldak Çaycuma Airport,Zonguldak,ONQ,medium_airport
Malatya Erhaç Airport,Malatya,MLX,medium_airport
Kayseri Erkilet Airport,Kayseri,ASR,medium_airport
Tokat Airport,Tokat,TJK,medium_airport
Çardak Airport,Denizli,DNZ,medium_airport
Nevşehir Kapadokya Airport,Nevşehir,NAV,small_airport
İstanbul Atatürk Airport,"Bakırköy, Istanbul",ISL,large_airport
Aydın Çıldır Airport,Aydın,CII,small_airport
Balıkesir Airport,Balıkesir,BZI,medium_airport
Bandırma Airport,Bandırma,BDM,medium_airport
Çanakkale Airport,Çanakkale,CKZ,medium_airport
Eskişehir Air Base,,ESK,medium_airport
Adnan Menderes International Airport,Gaziemir,ADB,large_airport
Çiğli Airbase,Çiğli,IGL,medium_airport
Uşak Airport,Uşak,USQ,medium_airport
Cengiz Topel Airport,Kartepe,KCO,medium_airport
Bursa Yenişehir Airport,Yenişehir,YEI,medium_airport
Dalaman International Airport,Dalaman,DLM,large_airport
Tekirdağ Çorlu Airport,Çorlu,TEQ,medium_airport
Bodrum-Imsık Airport,Imsık,BXN,small_airport
Anadolu Airport,Eskişehir,AOE,medium_airport
Zafer Airport,Altıntaş,KZR,small_airport
Elazığ Airport,Elazığ,EZS,medium_airport
Ordu–Giresun Airport,Ordu,OGU,medium_airport
Diyarbakır Airport,Diyarbakır,DIY,medium_airport
Erzincan Airport,Erzincan,ERC,medium_airport
